TimeStamp,ECG Data,GSR Data
22068,199,427
22079,86,426
22090,254,427
22102,140,426
22113,251,427
22124,212,426
22135,203,426
22146,274,427
22157,203,427
22168,328,427
22179,207,426
22190,356,427
22201,229,426
22212,342,427
22223,274,426
22234,312,427
22245,308,427
22256,259,427
22267,349,427
22278,240,426
22289,376,427
22300,227,426
22311,372,427
22322,261,426
22333,342,426
22344,304,426
22355,277,427
22366,337,427
22377,248,426
22388,382,427
22400,244,426
22411,380,427
22422,281,426
22433,350,427
22444,306,426
22455,298,427
22466,343,427
22477,251,426
22488,375,427
22499,237,427
22510,397,427
22521,270,426
22532,381,427
22543,293,426
22554,320,427
22565,335,427
22576,277,427
22587,366,427
22598,242,426
22609,399,427
22620,261,426
22631,393,427
22642,287,426
22653,339,427
22664,308,426
22675,293,426
22686,356,427
22697,251,426
22708,368,427
22719,245,426
22730,403,427
22742,296,426
22753,377,427
22764,342,427
22775,342,427
22786,400,427
22797,287,427
22808,378,427
22819,215,426
22830,346,427
22841,225,426
22852,332,427
22863,274,427
22874,306,427
22885,308,426
22896,200,427
22907,257,427
22918,405,427
22929,653,427
22940,673,427
22951,334,427
22962,34,426
22973,182,426
22984,178,426
22995,145,427
23006,231,427
23017,159,426
23028,307,427
23040,187,426
23051,339,427
23062,245,426
23073,316,427
23084,286,426
23095,292,426
23106,362,427
23117,267,426
23128,415,427
23139,298,427
23150,468,427
23161,379,426
23172,495,427
23183,433,427
23194,444,427
23205,439,427
23216,338,427
23227,354,427
23238,162,426
23249,239,427
23260,83,426
23271,199,427
23282,96,427
23293,169,427
23304,157,426
23315,164,427
23326,237,427
23337,157,426
23348,291,427
23359,176,426
23370,326,427
23382,227,426
23393,305,427
23404,276,426
23415,248,427
23426,315,427
23437,236,426
23448,358,427
23459,217,426
23470,379,427
23481,248,426
23492,344,427
23503,284,426
23514,322,427
23525,317,426
23536,250,426
23547,361,427
23558,235,426
23569,387,426
23580,245,426
23591,366,427
23602,270,426
23613,336,427
23624,322,426
23635,273,426
23646,345,427
23657,247,426
23668,386,427
23680,250,426
23691,393,427
23702,281,427
23713,334,427
23724,308,426
23735,301,427
23746,354,427
23757,252,426
23768,380,427
23779,247,426
23790,393,427
23801,271,426
23812,376,427
23823,310,426
23834,318,427
23845,340,427
23856,272,426
23867,367,427
23878,242,426
23889,385,427
23900,255,426
23911,379,427
23922,285,426
23933,354,427
23944,351,427
23955,315,427
23966,398,427
23977,308,426
23988,430,427
23999,257,426
24010,358,427
24022,236,427
24033,302,427
24044,285,426
24055,254,426
24066,320,427
24077,228,426
24088,348,427
24099,121,426
24110,481,427
24121,656,427
24132,674,427
24143,417,426
24154,62,427
24165,92,426
24176,112,426
24187,235,427
24198,129,426
24209,284,427
24220,174,426
24231,318,427
24242,225,426
24253,305,426
24264,305,426
24275,261,426
24286,350,427
24297,262,426
24308,412,427
24320,282,426
24331,453,427
24342,364,427
24353,425,427
24364,432,426
24375,416,426
24386,480,427
24397,369,426
24408,460,427
24419,241,426
24430,309,427
24441,143,426
24452,213,427
24463,133,426
24474,121,427
24485,180,426
24496,124,426
24507,239,427
24518,132,426
24529,291,427
24540,180,426
24551,303,427
24562,227,426
24573,267,427
24584,283,426
24595,238,426
24606,329,427
24617,218,426
24628,356,427
24639,225,426
24650,375,427
24662,254,426
24673,325,427
24684,297,426
24695,269,426
24706,333,427
24717,236,426
24728,378,427
24739,252,426
24750,381,427
24761,268,426
24772,351,427
24783,296,426
24794,319,427
24805,332,426
24816,247,426
24827,383,427
24838,241,426
24849,395,427
24860,265,426
24871,382,427
24882,281,426
24893,334,427
24904,327,427
24915,274,426
24926,348,427
24937,245,427
24948,399,427
24960,259,426
24971,383,427
24982,312,427
24993,345,427
25004,342,426
25015,322,427
25026,428,427
25037,294,426
25048,402,427
25059,221,426
25070,339,427
25081,238,426
25092,323,427
25103,279,426
25114,264,427
25125,331,427
25136,220,426
25147,256,427
25158,354,426
25169,648,427
25180,672,426
25191,567,427
25202,47,426
25213,58,426
25224,165,426
25235,139,426
25246,239,427
25257,136,426
25268,294,427
25279,187,426
25290,338,427
25302,247,426
25313,306,426
25324,314,427
25335,275,426
25346,364,427
25357,282,426
25368,434,427
25379,319,426
25390,466,427
25401,376,427
25412,467,427
25423,444,426
25434,438,427
25445,450,427
25456,318,426
25467,359,428
25478,163,426
25489,252,427
25500,98,426
25511,192,427
25522,110,426
25533,166,427
25544,187,426
25555,131,426
25566,245,427
25577,155,426
25588,317,427
25600,180,426
25611,314,427
25622,239,426
25633,282,427
25644,282,427
25655,244,426
25666,348,427
25677,224,426
25688,370,427
25699,234,426
25710,369,427
25721,270,427
25732,340,427
25743,306,426
25754,284,427
25765,345,427
25776,252,426
25787,373,427
25798,232,426
25809,391,427
25820,254,426
25831,361,427
25842,295,426
25853,298,427
25864,322,427
25875,266,427
25886,373,427
25897,249,426
25908,396,427
25919,252,426
25930,385,427
25942,294,426
25953,333,427
25964,333,427
25975,265,426
25986,365,427
25997,245,427
26008,388,427
26019,262,426
26030,405,427
26041,311,426
26052,367,427
26063,380,427
26074,361,427
26085,382,427
26096,246,426
26107,346,427
26118,195,426
26129,358,427
26140,219,426
26151,324,427
26162,264,426
26173,285,427
26184,242,426
26195,175,426
26206,567,427
26217,666,427
26228,675,427
26240,140,426
26251,41,427
26262,128,427
26273,158,427
26284,187,426
26295,140,427
26306,273,427
26317,171,426
26328,323,427
26339,211,426
26350,345,427
26361,269,426
26372,343,427
26383,316,427
26394,302,427
26405,393,427
26416,306,426
26427,457,427
26438,329,426
26449,506,427
26460,395,426
26471,511,427
26482,440,427
26493,391,427
26504,357,427
26515,230,427
26526,259,427
26537,89,426
26548,218,427
26559,68,426
26570,201,427
26582,130,426
26593,180,427
26604,199,426
26615,157,426
26626,271,427
26637,159,426
26648,319,427
26659,202,426
26670,344,427
26681,231,426
26692,302,426
26703,302,426
26714,271,426
26725,317,426
26736,236,426
26747,390,427
26758,237,426
26769,384,427
26780,247,426
26791,333,427
26802,268,427
26813,292,426
26824,320,427
26835,241,426
26846,356,427
26857,220,426
26868,372,427
26880,273,426
26891,373,427
26902,301,426
26913,303,426
26924,328,426
26935,274,427
26946,372,426
26957,241,426
26968,398,427
26979,274,426
26990,397,427
27001,299,426
27012,358,427
27023,320,426
27034,276,426
27045,361,427
27056,253,426
27067,403,427
27078,258,427
27089,387,427
27100,265,426
27111,374,427
27122,314,427
27133,320,427
27144,367,427
27155,302,426
27166,444,427
27177,294,426
27188,414,427
27199,247,426
27210,353,427
27222,268,426
27233,278,427
27244,300,427
27255,228,426
27266,345,427
27277,219,426
27288,289,427
27299,321,427
27310,638,427
27321,672,426
27332,574,427
27343,49,426
27354,41,427
27365,217,426
27376,102,426
27387,280,427
27398,145,426
27409,312,427
27420,188,426
27431,303,426
27442,268,426
27453,281,427
27464,328,427
27475,236,426
27486,391,427
27497,259,426
27508,428,427
27520,324,426
27531,436,427
27542,398,426
27553,413,427
27564,466,427
27575,394,427
27586,513,427
27597,316,427
27608,409,427
27619,187,426
27630,252,427
27641,131,427
27652,148,427
27663,146,426
27674,122,426
27685,219,427
27696,116,426
27707,283,427
27718,154,426
27729,300,427
27740,202,426
27751,295,427
27762,251,426
27773,252,426
27784,309,427
27795,224,426
27806,345,427
27817,224,426
27828,389,427
27839,250,426
27850,348,427
27862,286,426
27873,286,427
27884,333,427
27895,231,426
27906,357,427
27917,227,426
27928,391,427
27939,246,426
27950,383,427
27961,285,426
27972,313,427
27983,325,427
27994,276,427
28005,357,427
28016,241,426
28027,390,427
28038,253,426
28049,399,427
28060,283,426
28071,344,427
28082,304,426
28093,290,426
28104,345,426
28115,251,426
28126,385,427
28137,243,426
28148,407,427
28160,272,426
28171,348,427
28182,312,426
28193,292,426
28204,338,427
28215,258,426
28226,387,427
28237,248,427
28248,404,427
28259,262,426
28270,373,427
28281,303,426
28292,331,427
28303,353,427
28314,298,427
28325,402,426
28336,293,426
28347,464,427
28358,284,426
28369,369,427
28380,238,426
